,conNum,cureNum,deathNum,mapName,name,susNum
0,140,49,3,成都市,成都,0
1,9,2,0,自贡市,自贡,0
2,13,10,0,攀枝花市,攀枝花,0
3,19,3,0,泸州市,泸州,0
4,17,0,0,德阳市,德阳,0
5,22,6,0,绵阳市,绵阳,0
6,6,3,0,广元市,广元,0
7,12,4,0,遂宁市,遂宁,0
8,22,5,0,内江市,内江,0
9,3,2,0,乐山市,乐山,0
10,35,9,0,南充市,南充,0
11,11,6,0,宜宾市,宜宾,0
12,30,10,0,广安市,广安,0
13,36,5,0,达州市,达州,0
14,24,3,0,巴中市,巴中,0
15,7,2,0,雅安市,雅安,0
16,8,2,0,眉山市,眉山,0
17,3,2,0,资阳市,资阳,0
18,1,0,0,阿坝藏族羌族自治州,阿坝州,0
19,50,3,0,甘孜藏族自治州,甘孜州,0
20,13,5,0,凉山彝族自治州,凉山州,0
