,conNum,cureNum,deathNum,mapName,name,susNum
0,50,14,0,南宁市,南宁,0
1,24,8,0,柳州市,柳州,0
2,31,10,0,桂林市,桂林,0
3,5,5,0,梧州市,梧州,0
4,43,7,1,北海市,北海,0
5,18,1,0,防城港市,防城港,0
6,8,1,0,钦州市,钦州,0
7,8,2,0,贵港市,贵港,0
8,10,1,0,玉林市,玉林,0
9,3,0,0,百色市,百色,0
10,22,0,1,河池市,河池,0
11,4,0,0,贺州市,贺州,0
12,11,0,0,来宾市,来宾,0
