,conNum,cureNum,deathNum,mapName,name,susNum
0,33,25,0,银川市,银川,0
1,1,1,0,石嘴山市,石嘴山,0
2,27,9,0,吴忠市,吴忠,0
3,5,3,0,固原市,固原,0
4,3,3,0,中卫市,中卫,0
5,1,1,0,,宁东,0
