,conNum,cureNum,deathNum,mapName,name,susNum
0,71,28,0,福州市,福州,0
1,55,17,0,莆田市,莆田,0
2,20,8,0,漳州市,漳州,0
3,46,13,0,泉州市,泉州,0
4,14,3,0,三明市,三明,0
5,35,9,0,厦门市,厦门,0
6,20,8,0,南平市,南平,0
7,6,1,0,龙岩市,龙岩,0
8,25,6,0,宁德市,宁德,0
