,conNum,cureNum,deathNum,mapName,name,susNum
0,35,17,2,兰州市,兰州,0
1,12,9,0,天水市,天水,0
2,9,5,0,定西市,定西,0
3,9,1,0,平凉市,平凉,0
4,8,2,0,甘南藏族自治州,甘南州,0
5,4,1,0,白银市,白银,0
6,4,3,0,陇南市,陇南,0
7,3,2,0,庆阳市,庆阳,0
8,3,3,0,临夏回族自治州,临夏州,0
9,2,2,0,张掖市,张掖,0
10,1,1,0,金昌市,金昌,0
