,conNum,cureNum,deathNum,mapName,name,susNum
0,19,3,0,太原市,太原,0
1,8,2,0,晋城市,晋城,0
2,7,2,0,朔州市,朔州,0
3,35,11,0,晋中市,晋中,0
4,19,13,0,运城市,运城,0
5,7,0,0,忻州市,忻州,0
6,4,0,0,阳泉市,阳泉,0
7,12,4,0,大同市,大同,0
8,8,0,0,长治市,长治,0
9,2,1,0,临汾市,临汾,0
10,6,6,0,吕梁市,吕梁,0
