,conNum,cureNum,deathNum,mapName,name,susNum
0,34,6,0,贵阳市,贵阳,0
1,31,5,0,遵义市,遵义,0
2,10,3,1,六盘水市,六盘水,0
3,4,0,0,安顺市,安顺,0
4,23,6,0,毕节市,毕节,0
5,10,7,0,铜仁市,铜仁,0
6,10,4,0,黔东南苗族侗族自治州,黔东南州,0
7,17,5,0,黔南布依族苗族自治州,黔南州,0
8,4,4,0,黔西南布依族苗族自治州,黔西南州,0
