,conNum,cureNum,deathNum,mapName,name,susNum
0,27,7,0,石家庄市,石家庄,0
1,29,12,0,廊坊市,廊坊,0
2,46,14,2,沧州市,沧州,0
3,31,9,0,邯郸市,邯郸,0
4,32,17,0,保定市,保定,0
5,22,10,1,邢台市,邢台,0
6,8,4,0,衡水市,衡水,0
7,7,3,0,承德市,承德,0
8,46,9,0,唐山市,唐山,0
9,33,9,0,张家口市,张家口,0
10,10,3,0,秦皇岛市,秦皇岛,0
