,conNum,cureNum,deathNum,mapName,name,susNum
0,406,115,0,深圳市,深圳,0
1,335,106,0,广州市,广州,0
2,95,27,0,珠海市,珠海,0
3,84,22,0,佛山市,佛山,0
4,81,7,1,东莞市,东莞,0
5,65,31,0,中山市,中山,0
6,58,18,0,惠州市,惠州,0
7,25,11,0,汕头市,汕头,0
8,22,3,0,江门市,江门,0
9,22,11,0,湛江市,湛江,0
10,17,7,1,肇庆市,肇庆,0
11,15,7,0,梅州市,梅州,0
12,13,7,0,阳江市,阳江,0
13,13,3,0,茂名市,茂名,0
14,12,7,0,清远市,清远,0
15,8,4,0,揭阳市,揭阳,0
16,10,4,0,韶关市,韶关,0
17,5,1,0,汕尾市,汕尾,0
18,5,1,0,潮州市,潮州,0
19,3,1,0,河源市,河源,0
