,conNum,cureNum,deathNum,mapName,name,susNum
0,23,4,0,乌鲁木齐市,乌鲁木齐,0
1,18,4,0,伊犁哈萨克自治州,伊犁州,0
2,3,1,0,吐鲁番市,吐鲁番,0
3,1,1,0,阿克苏地区,阿克苏,0
4,4,0,0,昌吉回族自治州,昌吉,0
5,3,0,0,巴音郭楞蒙古自治州,巴州,0
6,1,1,0,新疆生产建设兵团第七师,第七师,0
7,4,1,1,石河子市,石河子,0
8,4,0,0,新疆生产建设兵团第九师,第九师,0
9,2,0,0,五家渠市,五家渠市,0
10,3,0,0,,第十二师,0
11,10,0,0,,第四师,0
